ID_RICHIESTA,RICHIESTA ANNO PROT,RICHIESTA DATA,PROCEDIMENTO,ESITO PRATICA,CHIUSURA PRATICA DATA,CODICE VIA,CIVICO,ESPONENTE CIVICO,LOCALIZZAZIONI LISTA,DESCRIZIONE_RICHIESTA,LOCALIZZAZIONE_RICHIESTA,ANNO,NOMI_FILE,indirizzo_pulito,lat,lon
487084,2022,2022-08-08,permesso di costruire LR 15/2013,Concluso,2023-10-03,8100.0,37.0,,VIA DELLA BEVERARA N.  37 INTERNO 0,"PERMESSO DI COSTRUIRE per opere da realizzare di intervento di Qualificazione  edilizia ""trasformativa"" con demolizione di fabbricato esistente ad uso  produttivo e nuova costruzione di edificio ad uso residenziale.",VIA DELLA BEVERARA N.  37 INTERNO 0,2022.0,PDC set-dic 2023.xls,"Via Della Beverara 37, Bologna",44.5134347,11.3316231
810084,2022,2022-12-02,permesso di costruire LR 15/2013,Rilasciata con prescrizioni,2023-11-24,31300.0,25.0,,VIA ERCOLE LELLI N.  25 INTERNO 0,PERMESSO DI COSTRUIRE per opere da realizzare di RISTRUTTURAZIONE EDILIZIA PER  DEMOLIZIONE E NUOVA COSTRUZIONE DI IMMOBILE AD USO RESIDENZIALE CON CAMBIO  D'USO E REALIZZAZIONE DI NUOVE U.I.,VIA ERCOLE LELLI N.  25 INTERNO 0,2022.0,PDC set-dic 2023.xls,"Via Ercole Lelli 25, Bologna",44.4707329,11.3683765
279394,2019,2019-06-14,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2019-10-08,45700.0,55.0,,VIA PIAVE N.  55 INTERNO 0,"PERMESSO DI COSTRUIRE - NON RESIDENZIALE per intervento di nuova costruzione per ampliamento ai sensi dell'art. 45 del RUE, di edificio ad uso socio-sanitario (7b)",VIA PIAVE N.  55 INTERNO 0,2019.0,PDC da ott a dic 2019.xls,"Via Piave 55, Bologna",44.4987191,11.3139616
238722,2019,2019-05-23,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2021-09-23,39700.0,42.0,,VIA MONTELLO N.  42 INTERNO 0,"PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di ampliamento  di edificio scolastico esistente, uso 7a scuola secondaria di primo grado",VIA MONTELLO N.  42 INTERNO 0,2019.0,PDC apr-set 2021.xls,"Via Montello 42, Bologna",44.4974338,11.3214819
226959,2018,2018-05-30,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2018-10-02,29880.0,8.0,,VIA DELL'IDRAULICO N.  8 INTERNO 0,"PERMESSO DI COSTRUIRE - NON RESIDENZIALE in variante in corso d'opera alla SCIA P.G. 176547/2018 per ampliamento del capannone industriale ad uso commercio all'ingrosso (2b), oltre alla realizzazione di modifche prospettiche, opere interne e sistemazione dell'area cortiliva pertinenziale ",VIA DELL'IDRAULICO N.  8 INTERNO 0,2018.0,PDC ottobre 2018.xls,"Via Dell'Idraulico 8, Bologna",44.5015881,11.4083634
458594,2020,2020-11-09,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2021-02-10,30850.0,38.0,3,VIA LARGA N.  38 / 3 INTERNO 3,"PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di manutenzione straordinaria consistenti in diversa distribuzione dei locali interni per insediamento di agenzia scommesse e sala slot VLT in unità immobiliare ad uso commerciale.
",VIA LARGA N.  38 / 3 INTERNO 3 ,2020.0,PDC apr-set 2021.xls,"Via Larga 38 / 3, Bologna",44.5037445,11.3962911
343163,2019,2019-07-26,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2020-06-30,58600.0,148.0,,VIA TOSCANA N.  148 INTERNO 0  PIANO t-1,"PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di nuova  costruzione consistenti in variazione essenziale alla S.C.I.A. P.G.  252193/2019, in edificio scolastico (7a) - Istituto Farlottine -  piano T, 1, 2",VIA TOSCANA N.  148 INTERNO 0  PIANO t-1,2019.0,PDC rilasciati gennaio-luglio 2020.xls,"Via Toscana 148 -1, Bologna",44.4568426,11.369689
183506,2020,2020-05-12,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2020-09-16,52950.0,236.0,,VIA SARAGOZZA N.  236 INTERNO 0,"PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di  demolizione, ristrutturazione, nuova costruzione, riqualificazione ambientale  nell'area ad uso U 7a",VIA SARAGOZZA N.  236 INTERNO 0,2020.0,PDC ago - dic 2020.xls,"Via Saragozza 236, Bologna",44.4894651,11.3121964
473699,2020,2020-11-16,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2021-07-27,19450.0,45.0,2,VIA DECUMANA N.  45 / 2 INTERNO -,PERMESSO DI COSTRUIRE PER REALIZZAZIONE DI NUOVA AREA COMMERCIALE COMPRENDENTE  UNA STRUTTURA DI MEDIA VENDITA ALIMENTARE AL DETTAGLIO E UN ENTE DI  VOLONTARIATO E FORMAZIONE ONLUS (OPIMM),VIA DECUMANA N.  45 ,2020.0,PDC apr-set 2021.xls,"Via Decumana 45, Bologna",44.5075164,11.2996642
55114,2020,2020-02-05,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2021-03-29,63100.0,56.0,,VIA FRANCESCO ZANARDI N.  56 INTERNO /,PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di Ristrutturazione edilizia consistenti in demolizione totale dei fabbricati esistenti per la realizzazione di fabbricato commerciale destinato alla media struttura di vendita,VIA FRANCESCO ZANARDI N.  56,2020.0,PDC apr-set 2021.xls,"Via Francesco Zanardi 56, Bologna",44.5147225,11.3255905
286351,2020,2020-07-17,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2021-07-30,27030.0,5.0,,VIA DEI GIARDINI N.  5 INTERNO 0,"PERMESSO DI COSTRUIRE - NON RESIDENZIALE per la demolizione edifici esistenti  sui lotti di proprietò e la realizzazione di un edificio media struttura di  vendita commerciale alimentare, parcheggio pertinenziale, parcheggio pubblico  (dotazione) e di tutti i sottoservizi annessi",VIA DEI GIARDINI N.  5 INTERNO 0,2020.0,PDC apr-set 2021.xls,"Via Dei Giardini 5, Bologna",44.5380658,11.3552854
58676,2019,2019-02-05,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2020-11-18,30850.0,35.0,2,VIA LARGA N.  35 / 2 INTERNO 0,PERMESSO DI COSTRUIRE - NON RESIDENZIALE per INTERVENTO DI RISTRUTTURAZIONE  EDILIZIA CON DEMOLIZIONE E RICOSTRUZIONE DI EDIFICIO AD USO COMMERCIALE,VIA LARGA N.  35 / 2 INTERNO 0,2019.0,PDC ago - dic 2020.xls,"Via Larga 35 / 2, Bologna",44.5031073,11.3977554
417781,2020,2020-10-16,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2021-03-09,55950.0,71.0,8,VIA STALINGRADO N.  71 / 8 INTERNO 0,PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di AMPLIAMENTO UNA TANTUM FINO AL 10% DEL VTE (art.63 vigente RUE) DI EDIFICI PER SERVIZI COMMERCIALI (4) SITI IN VIA STALINGRADO 71,VIA STALINGRADO N.  71 / 8 INTERNO 0 ,2020.0,PDC apr-set 2021.xls,"Via Stalingrado 71 / 8, Bologna",44.5187445,11.3627024
11674,2020,2020-01-10,permesso di costruire LR 15/2013 - non residenziale,Comunicazione di irricevibilità da SUAP,2020-01-20,61330.0,5.0,,VIA DEI VESTIARI N.  5 INTERNO 0,PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di MODIFICHE  INTERNE E MANUTENZIONE STRAORDINARIA  consistenti in DEMOLIZIONE DI ALCUNE  PARETI INTERNE E CHIUSURA FORI in  edificio/unità  ad uso MAGAZZINO,VIA DEI VESTIARI N.  5 INTERNO 0,2020.0,PDC rilasciati gennaio-luglio 2020.xls,"Via Dei Vestiari 5, Bologna",44.5328389,11.3466654
261283,2019,2019-06-05,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2020-01-15,57980.0,9.0,,VIALE PALMIRO TOGLIATTI N.  9 INTERNO C-D,PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di cambio  d'uso con opere da 4D a 6,VIALE PALMIRO TOGLIATTI N.  9 INTERNO C-D,2019.0,PDC rilasciati gennaio-luglio 2020.xls,"Viale Palmiro Togliatti 9 -D, Bologna",44.5080415,11.2816995
447776,2018,2018-10-30,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2018-12-27,17680.0,1.0,,VIA DEL CONCIATORE N.  1 INTERNO 0,PERMESSO DI COSTRUIRE - NON RESIDENZIALE  - Variante essenziale al PdC 162922/2014 per la differente realizzazione di n.2 nuovi edifici (depositi) nella sede dello zincaturificio bolognese (uso 2a) e la mancata realizzazione di una tettoia.,VIA DEL CONCIATORE N.  1 INTERNO 0,2018.0,PDC gennaio 2019.xls,"Via Del Conciatore 1, Bologna",44.4992297,11.4003455
131511,2018,2018-03-29,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2019-01-24,21500.0,9.0,,VIALE GIAN BATTISTA ERCOLANI N.  9 INTERNO 0,"PERMESSO DI COSTRUIRE - NON RESIDENZIALE Progetto per la realizzazione di migliorie e adeguamenti funzionali e prestazionali del complesso di edifici siti in viale G. Ercolani n° 9 a Bologna "" Villa Nigrisoli""",VIALE GIAN BATTISTA ERCOLANI N. 9 ,2018.0,PDC marzo 2019_0.xls,"Viale Gian Battista Ercolani 9, Bologna",,
159015,2019,2019-04-05,permesso di costruire LR 15/2013 - non residenziale,Rinunciata su istanza di parte,2020-04-15,52400.0,6.0,,VIA AURELIO SAFFI N.  6 INTERNO 0  PIANO TERRA,"PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere interne esterne di manutenzione straordinaria nell'unità immobiliare ad uso punto scommesse (centro SNAI), posta al piano terra dell'edificio in Via Aurelio Saffi n. 6 (RINUNCIATA)",VIA AURELIO SAFFI N.  6 INTERNO 0  PIANO TERRA,2019.0,PDC rilasciati gennaio-luglio 2020.xls,"Via Aurelio Saffi 6, Bologna",44.4996015,11.3258896
40479,2019,2019-01-25,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2019-05-17,59600.0,21.0,,VIA DEL TUSCOLANO N.  21 INTERNO 0,"PERMESSO DI COSTRUIRE - NON RESIDENZIALE per intervento di nuova costruzione in Via del Tuscolano n. 21 (realizzazione di deposito di merci o di materiali) - Allegato (art. 9, c. 1) L.R. 15/2013",VIA DEL TUSCOLANO N.  21 INTERNO 0,2019.0,PDC apr e mag 2019.xls,"Via Del Tuscolano 21, Bologna",44.5358622,11.3625994
337532,2018,2018-08-10,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2018-10-16,52550.0,,,VIA DELLA SALUTE INTERNO 0  (Civico da definire),"PERMESSO DI COSTRUIRE - NON RESIDENZIALE in variante in corso d'opera essenziale al Permesso di Costruire P.G. 40545/2014 per modifica di sagoma e sedime dell'edificio, oltre al cambio d'uso da commercio all'ingrosso (2b) a produzione di moduli elettronici (2a) senza aumento di volume né superficie utile",VIA DELLA SALUTE INTERNO 0  (Civico da definire),2018.0,PDC ottobre 2018.xls,"Via Della Salute (), Bologna",44.5195685,11.2711721
490329,2019,2019-11-05,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2019-12-02,44730.0,4.0,d,VIA SILVIO PELLICO N.  4 / d INTERNO 0,PERMESSO DI COSTRUIRE - NON RESIDENZIALE per mutamento di destinazione di uso a  sala gioco con opere da realizzare consistenti in demolizione tramezzi in  unità  ad uso commerciale  piano terra,VIA SILVIO PELLICO N.  4 / d INTERNO 0,2019.0,PDC da ott a dic 2019.xls,"Via Silvio Pellico 4 / D, Bologna",44.355538,11.7255482
366464,2018,2018-09-07,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2019-06-19,14300.0,,,VIA CASTELDEBOLE INTERNO 0  (Civico da definire),"PERMESSO DI COSTRUIRE - NON RESIDENZIALE per Nuova Costruzione di edificio ad uso sanitario - Nuova Villa Bellombra - Intervento inserito in POC, variante ""attrezzature e industrie insalubri"" delibera PG. N. 439060/2017", VIA CASTELDEBOLE INTERNO 0  (Civico da definire) ,2018.0,PDC ago+ set 2019_0.xls,"Via Casteldebole (), Bologna",44.5022666,11.2711662
399955,2020,2020-10-07,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2021-01-12,30180.0,31.0,,VIA DELL'INDUSTRIA N.  31 INTERNO 0,"PERMESSO DI COSTRUIRE per insediamento di un centro scommesse con opere di  manutenzione straordinaria nell'edificio sito in via dell'Industria 31, Bologna",VIA DELL'INDUSTRIA N.  31 INTERNO 0,2020.0,PDC rilasciati gen - mar 2021.xls,"Via Dell'Industria 31, Bologna",44.5047016,11.4039651
359595,2020,2020-09-15,permesso di costruire LR 15/2013 - non residenziale,Efficace,2021-05-14,54800.0,,,VIA TELEMACO SIGNORINI INTERNO 0  (Civico da definire),PERMESSO DI COSTRUIRE - NON RESIDENZIALE per realizzazione di parcheggio privato a raso, VIA TELEMACO SIGNORINI INTERNO 0  (Civico da definire),2020.0,PDC apr-set 2021.xls,"Via Telemaco Signorini (), Bologna",44.5053457,11.2938214
77558,2015,2015-03-18,permesso di costruire LR 15/2013 - non residenziale,Efficace,2015-06-18,45100.0,10.0,,VIA PERSICETANA VECCHIA N.  10 INTERNO 0  PIANO T,PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di NUOVA  COSTRUZIONE consistenti in NUOVO CIRCOLO AZIENDALE E BOX PREFABBRICATO IN  PROSSIMITA' DELLA PISTA DI ACCELERAZIONE CARRELLI in edificio ad uso  INDUSTRIALE (2a) piano T  - Codice Suap: TRLMRC76T21I804C-0037557-2639690/1,VIA PERSICETANA VECCHIA N.  10 INTERNO 0  PIANO T,2015.0,PDC maggio 2015.xls,"Via Persicetana Vecchia 10, Bologna",44.5303733,11.2719502
257432,2015,2015-08-21,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2016-01-08,23330.0,12.0,,VIA DEL FONDITORE N.  12 INTERNO 0,"PERMESSO DI COSTRUIRE - NON RESIDENZIALE IN VARIANTE ALLA S.C.I.A. N°  253607/2015 del 17/08/2015 CONSISTENTE NELL'INTERVENTO DI FRAZIONAMENTO CON  CAMBIO D'USO, RISTRUTTURAZIONE E AMPLIAMENTO DEI FABBRICATI DENOMINATI 1 E 2  FINALIZZATO ALLA REALIZZAZIONE DEL NUOVO CENTRO ""FASHION RESEARCH ITALY"" - Codice Suap: SMELCH62M27Z112L-0037562-4916708/1",VIA DEL FONDITORE N.  12 INTERNO 0,2015.0,PDC gennaio 2016.xls,"Via Del Fonditore 12, Bologna",44.50139,11.4037676
8827,2016,2016-01-13,permesso di costruire LR 15/2013  - non residenziale,Rilasciata con prescrizioni,2016-05-09,24200.0,,,PIAZZA S.FRANCESCO INTERNO 0  (Civico da definire),PERMESSO DI COSTRUIRE per opere da realizzare di spostamento e sostituzione del chiosco per giornali e riviste attualmente collocato sotto il portico di Piazza Malpighi n. 21 e da ricollocare in Piazza San Francesco nell'ambito del progetto di riqualificazione delle due piazze con posizionamento temporaneo fino alla rimozione di un lampione esistente.,PIAZZA S.FRANCESCO INTERNO 0  (Civico da definire),2016.0,PDC maggio 2016.xls,"Piazza S.Francesco (), Bologna",44.4948105,11.3349755
130397,2016,2016-04-20,permesso di costruire LR 15/2013 - non residenziale,Rilasciato titolo unico,2017-01-18,1850.0,0.0,,VIA ALTURA N.  0 INTERNO 0  ( Civico provvisorio ),PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di NUOVO  CENTRO RESIDENZIALE PEDIATRICO DI CURE PALLIATIVE (HOSPICE) - Codice Suap: GRNGGG57E10D969F-0037570-5911949/1,VIA ALTURA N. 14,2016.0,PDC agosto 2017.xls,"Via Altura 14, Bologna",44.4690309,11.3948815
199130,2016,2016-06-09,permesso di costruire LR 15/2013 - non residenziale,Rilascio finale SUAP,2016-09-19,61360.0,30.0,,VIA DEL VETRAIO N.  30 INTERNO 0,PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare consistenti in  AMPLIAMENTO FUORI SAGOMA DI CAPANNONE INDUSTRIALE ESISTENTE (ampliamento  una-tantum del 10% di cui all'art.69 del RUE) ED ALTRE OPERE DI MANUTENZIONE  STRAORDINARIA INTERNA (con applicazione art.100 RUE) - Codice Suap: PRSLRT74T07A944A-0037572-4113847/1,VIA DEL VETRAIO N.  30 INTERNO 0,2016.0,PDC settembre 2016.xls,"Via Del Vetraio 30, Bologna",44.5021724,11.4204551
421513,2016,2016-12-19,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2017-01-26,14300.0,10.0,,VIA CASTELDEBOLE N.  10 INTERNO 0  PIANO T,PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di Variante  alla cabina elettrica già ricompresa nel PdC con P.G. 101580/2016,VIA CASTELDEBOLE N.  10 INTERNO 0  PIANO T,2016.0,PDC agosto 2017.xls,"Via Casteldebole 10, Bologna",44.4932666,11.2627412
148973,2017,2017-04-28,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2018-04-19,3750.0,56.0,,VIA D'AZEGLIO N.  56 INTERNO -  PIANO I-T-1,"PERMESSO DI COSTRUIRE A VARIANTE ESSENZIALE ALLA S.C.I.A. P.G. N. 47617/2017-  NON RESIDENZIALE per opere da realizzare di ampliamento consistenti in  realizzazione di tunnel interrato fuori sagoma in una unità immobiliare ad uso  3b occupante i piani terra, primo e interrato del complesso ex Maternità -  interno 0",VIA D'AZEGLIO N.  56 ,2017.0,PDC aprile 2018.xls,"Via D'Azeglio 56, Bologna",44.4892501,11.340721
236836,2017,2017-06-30,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2018-02-09,28350.0,,,VIA DEL GOMITO INTERNO 0  (Civico da definire),PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di demolizione  e ricostruzione con ampliamento del 20% di edificio esistente collabente.,VIA DEL GOMITO INTERNO 0  (Civico da definire),2017.0,PDC febbraio 2018.xls,"Via Del Gomito (), Bologna",44.5342041,11.3682427
402204,2017,2017-11-06,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2018-06-29,31100.0,16.0,,VIA DEL LAZZARETTO N.  16 INTERNO 0,PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di nuova  costruzione di Cabina MT consistenti in realizzazione di scavo di profondità di  circa 70 cm per l'inserimento di cabina prefabbricata in ca in area di  proprietà di Trenitalia.,VIA DEL LAZZARETTO N.  16 INTERNO 0,2017.0,PDC agosto 2018_0.xls,"Via Del Lazzaretto 16, Bologna",44.5122664,11.3211726
407165,2020,2020-10-12,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2021-07-02,8500.0,5.0,2,VIA VITTORIO BIGARI N.  5 / 2 INTERNO 0,PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere di soprelevazione in  edificio ad uso uffici,VIA VITTORIO BIGARI N.  5 / 2 INTERNO 0,2020.0,PDC apr-set 2021.xls,"Via Vittorio Bigari 5 / 2, Bologna",44.5088669,11.3509575
218250,2020,2020-06-04,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2021-07-19,17950.0,91.0,,VIA DI CORTICELLA N.  91 INTERNO 0,PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di  ristrutturazione edilizia per opere di demolizione e ricostruzione di edificio  ad uso commerciale (A) e edificio ad uso studentato (B),VIA DI CORTICELLA N.  91 INTERNO 0,2020.0,PDC apr-set 2021.xls,"Via Di Corticella 91, Bologna",44.5195922,11.3491741
532898,2018,2018-12-21,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2019-08-12,18150.0,3.0,4,"PIAZZA DELLA COSTITUZIONE N.  3 / 4 INTERNO 0  PIANO T, 1","PERMESSO DI COSTRUIRE - NON RESIDENZIALE IN VARIANTE ESSENZIALE ALLA S.C.I.A. P.G. 486070/2018 CHE PREVEDEVA LA DEMOLIZIONE DEL PADIGLIONE POLIVALENTE,  PER LA RICOSTRUZIONE CON AMPLIAMENTO DEL PADIGLIONE POLIVALENTE A SERVIZIO DEL POLO FIERISTICO DI BOLOGNA IN EDIFICIO AD USO DIREZIONALE (3a) ","PIAZZA DELLA COSTITUZIONE N.  3 / 4 INTERNO 0  PIANO T, 1",2018.0,PDC ago+ set 2019_0.xls,"Piazza Della Costituzione 3 / 4 , 1, Bologna",44.5127656,11.3625086
217854,2020,2020-06-03,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2021-05-14,42800.0,,,VIA DELL'OSPEDALETTO INTERNO 0  (Civico da definire)  PIANO t,PERMESSO DI COSTRUIRE - NON RESIDENZIALE per sistemazione di area esterna per  realizzazione di deposito di veicoli commerciali (uso 2c - art. 28 del RUE) su lotto libero,VIA DELL'OSPEDALETTO INTERNO 0  (Civico da definire)  PIANO t,2020.0,PDC apr-set 2021.xls,"Via Dell'Ospedaletto (), Bologna",44.5241067,11.2755485
307629,2020,2020-08-03,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2021-07-22,34200.0,156.0,,VIA S.MAMOLO N.  156 INTERNO 0,PERMESSO DI COSTRUIRE per la costruzione di nuovo fabbricato in adiacenza ad  edificio esistente destinato a Casa di Cura ai Colli e in ampliamento  funzionale alla struttura esistente sita in Via S. Mamolo n. 156-158.,VIA S.MAMOLO N.  156 INTERNO 0,2020.0,PDC apr-set 2021.xls,"Via S.Mamolo 156, Bologna",44.4747673,11.3367202
101278,2020,2020-03-05,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2020-09-16,59600.0,21.0,,VIA DEL TUSCOLANO N.  21 INTERNO 0,"PERMESSO DI COSTRUIRE - NON RESIDENZIALE in variante in corso d'opera essenziale al PdC p.g. 40479/2019 per mutamento della destinazione d'uso dell'area identificata al  foglio n. 59, mappale 1023 del catasto terreni di Bologna, di cui all’art. 32,  c. 1, lett. A del DPR 380/2001",VIA DEL TUSCOLANO N.  21 INTERNO 0,2020.0,PDC ago - dic 2020.xls,"Via Del Tuscolano 21, Bologna",44.5358622,11.3625994
92871,2021,2021-02-26,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2021-06-10,15150.0,1.0,,VIA CAVAIONI N.  1 INTERNO 0,PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di …nuova   realizzazione di area giochi,VIA CAVAIONI N.  1 INTERNO 0,2021.0,PDC apr-set 2021.xls,"Via Cavaioni 1, Bologna",44.4439998,11.3034373
166200,2021,2021-04-12,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2021-09-08,35380.0,,,VIA GALEAZZO MARESCOTTI  ( Civico da definire ),PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzazione impianto di  distribuzione carburanti per autotrazione ad uso pubblico,VIA GALEAZZO MARESCOTTI INTERNO 0  (Civico da definire)  PIANO t,2021.0,PDC apr-set 2021.xls,"Via Galeazzo Marescotti (), Bologna",44.4887789,11.4235506
380657,2021,2021-08-28,permesso di costruire LR 15/2013 - non residenziale,Rilasciata,2021-09-29,30180.0,33.0,A,VIA DELL'INDUSTRIA N.  33 / A INTERNO 0  PIANO TERRA,"PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di 
manutenzione straordinaria per insediamento sala gioco lecito e scommesse in 
unità immobiliare ad uso commerciale a piano terra di fabbricato misto 
commerciale e direzionale con opere di distribuzione interna funzionale 
alla nuova attività.", VIA DELL'INDUSTRIA N.  33 / A INTERNO 0  PIANO TERRA,2021.0,PDC ott-dic 2021.xls,"Via Dell'Industria 33 / A, Bologna",44.504697,11.4040543
23738,2022,2022-01-17,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2023-01-26,17400.0,7.0,34,VIA CRISTOFORO COLOMBO N.  7 / 34 INTERNO 0,"PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere di ristrutturazione edilizia  consistenti nel frazionamento di una porzione di immobile a destinazione  commerciale in tre unità immobiliari, e realizzazione di un manufatto edilizio  esterno per impianti",VIA CRISTOFORO COLOMBO N.  7 / 34 INTERNO 0,2022.0,PdC gennaio - agosto 2023.xls,"Via Cristoforo Colombo 7 / 34, Bologna",44.5302059,11.3357076
424051,2022,2022-07-09,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2023-05-17,20830.0,8.0,,VIA GIUSEPPE DOZZA N.  8 INTERNO --,PERMESSO DI COSTRUIRE CONVENZIONATO - NON RESIDENZIALE Intervento edilizio di  manutenzione straordinaria di inserimento di medio piccola struttura di vendita  in edificio esistente con intervento di qualificazione edilizia conservativa  con realizzazione di dotazioni territoriali,VIA GIUSEPPE DOZZA N. 8 ,2022.0,PdC gennaio - agosto 2023.xls,"Via Giuseppe Dozza 8, Bologna",44.4948765,11.2518773
482314,2022,2022-08-05,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2022-11-25,19850.0,3.0,a,VIA MARIO DE MARIA N.  3 / a INTERNO 0,"PERMESSO DI COSTRUIRE - NON RESIDENZIALE per opere da realizzare di demolizione 
e ricostruzione e cambio d'uso a uffici", VIA MARIO DE MARIA N. 3,2022.0,PdC gennaio - agosto 2023.xls,"Via Mario De Maria 3, Bologna",44.5080523,11.34322
191666,2023,2023-03-23,permesso di costruire LR 15/2013 - non residenziale,Rilasciata con prescrizioni,2023-08-01,18300.0,30.0,,VIA DONATO CRETI N.  30 INTERNO 0,Variante al Permesso di Costruire del Settore Servizi per l'Edilizia PG n°  414356/2022 del 04/07/2022 relativa all'edificio sito in Via Donato Creti n°  30  - Comune di Bologna - per la realizzazione di una sala VLT (Video Lottery  Terminal),VIA DONATO CRETI N.  30 INTERNO 0,2023.0,PdC gennaio - agosto 2023.xls,"Via Donato Creti 30, Bologna",44.5101585,11.3543893
187404,2008,2008-07-22,permesso di costruire PRU Urbanistica,Rilasciata,2008-11-20,20100.0,13.0,,VIA DELLA DIRETTISSIMA N.  13,RICH. DI PERMESSO DI COSTRUIRE PER VARIANTE IN CORSO D'OPERA PER LA REALIZZAZIONE DI UN EDI- FICIO A PREVALENTE USO RESIDENZIALE ALL'INTERNO DEL PROGRAM-MA DI RIQUALIFICAZIONE URBANA - PROPOSTA N. 5 - VIA DELLA   DIRETTISSIMA. CONTESTUALE DEMOLIZIONE DELL'EDIFICIO ESISTENTE.,VIA DELLA DIRETTISSIMA,2008.0,PDC novembre 2008.xls,"Via Della Direttissima, Bologna",44.4639103,11.3719289
282883,2008,2008-11-26,permesso di costruire PRU Urbanistica,Rilasciata,2008-12-10,,,,,RICHIESTA DEL PERMESSO DI COSTRUIRE PER VARIANTE IN CORSO D'OPERA AL PG.N.172057/2004(EDIFICIO LOTTI 1-2-3- COMPARTO R3.52* - PROPOSTA N. 94 - VIA FILANDA/LORENZETTI) ,VIA FILANDA,2008.0,PDC dicembre 2008.xls,"Via Filanda, Bologna",44.4934653,11.2968178
